loan_id,pool_id,risk_score,risk_classification
LN-0000659,POOL-04,17.3,LOW
LN-0000660,POOL-09,77.9,CRITICAL
LN-0000661,POOL-05,19.2,LOW
LN-0000662,POOL-05,33.5,MODERATE
LN-0000663,POOL-09,12.7,LOW
LN-0000664,POOL-08,51.3,HIGH
LN-0000665,POOL-09,19.0,LOW
LN-0000666,POOL-04,12.5,LOW
LN-0000667,POOL-10,71.4,HIGH
LN-0000668,POOL-01,18.5,LOW
LN-0000669,POOL-02,11.9,LOW
LN-0000670,POOL-10,13.7,LOW
LN-0000671,POOL-05,14.7,LOW
LN-0000672,POOL-01,64.2,HIGH
LN-0000673,POOL-03,13.7,LOW
LN-0000674,POOL-09,19.7,LOW
LN-0000675,POOL-02,11.4,LOW
LN-0000676,POOL-07,46.6,MODERATE
LN-0000677,POOL-04,20.0,LOW
LN-0000678,POOL-05,21.0,LOW
LN-0000679,POOL-01,16.7,LOW
LN-0000680,POOL-05,11.5,LOW
LN-0000681,POOL-07,19.2,LOW
LN-0000682,POOL-06,13.8,LOW
LN-0000683,POOL-08,22.3,LOW
LN-0000684,POOL-04,25.1,LOW
LN-0000685,POOL-06,60.1,HIGH
LN-0000686,POOL-03,21.5,LOW
LN-0000687,POOL-03,26.6,LOW
LN-0000688,POOL-04,18.9,LOW
LN-0000689,POOL-04,22.3,LOW
LN-0000690,POOL-08,78.9,CRITICAL
LN-0000691,POOL-07,24.6,LOW
LN-0000692,POOL-09,13.0,LOW
LN-0000693,POOL-03,19.0,LOW
LN-0000694,POOL-02,12.4,LOW
LN-0000695,POOL-05,78.4,CRITICAL
LN-0000696,POOL-03,10.9,LOW
LN-0000697,POOL-04,17.2,LOW
LN-0000698,POOL-06,21.5,LOW
LN-0000699,POOL-06,30.2,MODERATE
LN-0000700,POOL-01,12.7,LOW
LN-0000701,POOL-05,13.1,LOW
LN-0000702,POOL-08,19.3,LOW
LN-0000703,POOL-07,12.1,LOW
LN-0000704,POOL-09,19.7,LOW
LN-0000705,POOL-09,55.4,HIGH
LN-0000706,POOL-09,23.8,LOW
LN-0000707,POOL-03,72.2,HIGH
LN-0000708,POOL-04,10.8,LOW
LN-0000709,POOL-02,33.6,MODERATE
LN-0000710,POOL-02,22.5,LOW
LN-0000711,POOL-10,15.9,LOW
LN-0000712,POOL-04,22.3,LOW
LN-0000713,POOL-07,12.6,LOW
LN-0000714,POOL-03,10.8,LOW
LN-0000715,POOL-09,13.6,LOW
LN-0000716,POOL-05,25.3,LOW
LN-0000717,POOL-05,21.7,LOW
LN-0000718,POOL-02,23.2,LOW
LN-0000719,POOL-09,21.2,LOW
LN-0000720,POOL-02,15.4,LOW
LN-0000721,POOL-03,20.7,LOW
LN-0000722,POOL-06,18.6,LOW
LN-0000723,POOL-10,19.9,LOW
LN-0000724,POOL-04,19.1,LOW
LN-0000725,POOL-09,19.7,LOW
LN-0000726,POOL-03,17.6,LOW
LN-0000727,POOL-10,12.9,LOW
LN-0000728,POOL-01,35.8,MODERATE
LN-0000729,POOL-09,16.0,LOW
LN-0000730,POOL-03,82.8,CRITICAL
LN-0000731,POOL-01,12.2,LOW
LN-0000732,POOL-10,11.3,LOW
LN-0000733,POOL-02,19.2,LOW
LN-0000734,POOL-05,15.0,LOW
LN-0000735,POOL-02,14.3,LOW
LN-0000736,POOL-02,11.3,LOW
LN-0000737,POOL-04,13.7,LOW
LN-0000738,POOL-03,19.0,LOW
LN-0000739,POOL-02,26.4,LOW
LN-0000740,POOL-01,13.9,LOW
LN-0000741,POOL-10,19.3,LOW
LN-0000742,POOL-03,19.9,LOW
LN-0000743,POOL-10,20.7,LOW
LN-0000744,POOL-03,27.9,LOW
LN-0000745,POOL-09,18.6,LOW
LN-0000746,POOL-09,18.9,LOW
LN-0000747,POOL-08,22.3,LOW
LN-0000748,POOL-07,21.3,LOW
LN-0000749,POOL-06,26.3,LOW
LN-0000750,POOL-10,35.7,MODERATE
LN-0000751,POOL-02,25.4,LOW
LN-0000752,POOL-05,10.0,LOW
LN-0000753,POOL-06,27.3,LOW
LN-0000754,POOL-06,19.0,LOW
LN-0000755,POOL-06,36.2,MODERATE
LN-0000756,POOL-02,14.9,LOW
LN-0000757,POOL-05,11.3,LOW
LN-0000758,POOL-09,14.6,LOW
LN-0000759,POOL-09,22.3,LOW
LN-0000760,POOL-01,24.1,LOW
LN-0000761,POOL-07,19.3,LOW
LN-0000762,POOL-02,19.8,LOW
LN-0000763,POOL-03,70.2,HIGH
LN-0000764,POOL-07,20.4,LOW
LN-0000765,POOL-10,21.5,LOW
LN-0000766,POOL-05,19.8,LOW
LN-0000767,POOL-03,12.4,LOW
LN-0000768,POOL-08,14.2,LOW
LN-0000769,POOL-04,14.1,LOW
LN-0000770,POOL-04,14.4,LOW
LN-0000771,POOL-06,15.6,LOW
LN-0000772,POOL-04,16.4,LOW
LN-0000773,POOL-04,10.6,LOW
LN-0000774,POOL-08,79.0,CRITICAL
LN-0000775,POOL-01,22.0,LOW
LN-0000776,POOL-03,22.7,LOW
LN-0000777,POOL-04,14.9,LOW
LN-0000778,POOL-03,19.1,LOW
LN-0000779,POOL-01,19.2,LOW
LN-0000780,POOL-07,19.7,LOW
LN-0000781,POOL-05,19.1,LOW
LN-0000782,POOL-07,15.7,LOW
LN-0000783,POOL-05,15.5,LOW
LN-0000784,POOL-08,35.3,MODERATE
LN-0000785,POOL-08,19.8,LOW
LN-0000786,POOL-03,19.8,LOW
LN-0000787,POOL-05,10.4,LOW
LN-0000788,POOL-04,12.8,LOW
LN-0000789,POOL-07,61.2,HIGH
LN-0000790,POOL-03,14.8,LOW
LN-0000791,POOL-01,28.7,LOW
LN-0000792,POOL-02,20.1,LOW
LN-0000793,POOL-08,22.9,LOW
LN-0000794,POOL-03,22.5,LOW
LN-0000795,POOL-10,20.7,LOW
LN-0000796,POOL-08,10.2,LOW
LN-0000797,POOL-03,11.8,LOW
LN-0000798,POOL-06,19.9,LOW
LN-0000799,POOL-03,10.2,LOW
LN-0000800,POOL-09,10.5,LOW
LN-0000801,POOL-09,20.0,LOW
LN-0000802,POOL-04,11.8,LOW
LN-0000803,POOL-02,25.2,LOW
LN-0000804,POOL-03,52.1,HIGH
LN-0000805,POOL-06,10.9,LOW
LN-0000806,POOL-02,26.4,LOW
LN-0000807,POOL-07,23.6,LOW
LN-0000808,POOL-09,17.0,LOW
LN-0000809,POOL-07,70.9,HIGH
LN-0000810,POOL-08,12.7,LOW
LN-0000811,POOL-04,18.7,LOW
LN-0000812,POOL-02,73.2,HIGH
LN-0000813,POOL-09,18.3,LOW
LN-0000814,POOL-07,28.2,LOW
LN-0000815,POOL-09,22.0,LOW
LN-0000816,POOL-05,11.3,LOW
LN-0000817,POOL-01,10.7,LOW
LN-0000818,POOL-02,10.1,LOW
LN-0000819,POOL-10,21.7,LOW
LN-0000820,POOL-08,18.4,LOW
LN-0000821,POOL-05,21.2,LOW
LN-0000822,POOL-08,13.0,LOW
LN-0000823,POOL-01,24.9,LOW
LN-0000824,POOL-08,19.1,LOW
LN-0000825,POOL-04,13.4,LOW
LN-0000826,POOL-04,21.1,LOW
LN-0000827,POOL-06,13.6,LOW
LN-0000828,POOL-04,15.0,LOW
LN-0000829,POOL-01,17.2,LOW
LN-0000830,POOL-01,53.0,HIGH
LN-0000831,POOL-08,17.7,LOW
LN-0000832,POOL-05,20.9,LOW
LN-0000833,POOL-01,12.0,LOW
LN-0000834,POOL-01,15.4,LOW
LN-0000835,POOL-10,38.0,MODERATE
LN-0000836,POOL-04,22.9,LOW
LN-0000837,POOL-01,21.0,LOW
LN-0000838,POOL-08,16.9,LOW
LN-0000839,POOL-06,21.5,LOW
LN-0000840,POOL-02,69.4,HIGH
LN-0000841,POOL-08,11.4,LOW
LN-0000842,POOL-03,15.4,LOW
LN-0000843,POOL-03,22.9,LOW
LN-0000844,POOL-05,50.9,HIGH
LN-0000845,POOL-04,76.4,CRITICAL
LN-0000846,POOL-02,25.3,LOW
LN-0000847,POOL-04,22.0,LOW
LN-0000848,POOL-10,19.4,LOW
LN-0000849,POOL-06,14.1,LOW
LN-0000850,POOL-01,11.9,LOW
LN-0000851,POOL-02,20.8,LOW
LN-0000852,POOL-04,24.0,LOW
LN-0000853,POOL-07,29.3,LOW
LN-0000854,POOL-08,11.6,LOW
LN-0000855,POOL-03,70.0,HIGH
LN-0000856,POOL-03,10.1,LOW
LN-0000857,POOL-10,14.5,LOW
LN-0000858,POOL-07,24.7,LOW
LN-0000859,POOL-03,19.3,LOW
LN-0000860,POOL-09,31.4,MODERATE
LN-0000861,POOL-02,15.4,LOW
LN-0000862,POOL-08,14.9,LOW
LN-0000863,POOL-09,15.7,LOW
LN-0000864,POOL-06,19.6,LOW
LN-0000865,POOL-07,13.8,LOW
LN-0000866,POOL-06,32.3,MODERATE
LN-0000867,POOL-07,14.3,LOW
LN-0000868,POOL-07,13.5,LOW
LN-0000869,POOL-04,20.4,LOW
LN-0000870,POOL-10,74.0,HIGH
LN-0000871,POOL-04,19.4,LOW
LN-0000872,POOL-06,16.7,LOW
LN-0000873,POOL-03,21.1,LOW
LN-0000874,POOL-06,19.5,LOW
LN-0000875,POOL-06,18.2,LOW
LN-0000876,POOL-10,20.5,LOW
LN-0000877,POOL-02,14.0,LOW
LN-0000878,POOL-06,19.6,LOW
LN-0000879,POOL-01,15.7,LOW
LN-0000880,POOL-03,14.4,LOW
LN-0000881,POOL-07,23.3,LOW
LN-0000882,POOL-06,24.8,LOW
LN-0000883,POOL-05,10.4,LOW
LN-0000884,POOL-02,73.1,HIGH
LN-0000885,POOL-10,18.5,LOW
LN-0000886,POOL-05,23.4,LOW
LN-0000887,POOL-09,15.9,LOW
LN-0000888,POOL-02,17.7,LOW
LN-0000889,POOL-09,12.3,LOW
LN-0000890,POOL-04,17.7,LOW
LN-0000891,POOL-05,24.5,LOW
LN-0000892,POOL-03,20.8,LOW
LN-0000893,POOL-08,20.8,LOW
LN-0000894,POOL-04,18.4,LOW
LN-0000895,POOL-09,20.1,LOW
LN-0000896,POOL-05,26.7,LOW
LN-0000897,POOL-05,12.1,LOW
LN-0000898,POOL-05,16.7,LOW
LN-0000899,POOL-06,20.1,LOW
LN-0000900,POOL-03,12.6,LOW
LN-0000901,POOL-09,9.0,LOW
LN-0000902,POOL-10,14.8,LOW
LN-0000903,POOL-07,12.1,LOW
LN-0000904,POOL-08,20.6,LOW
LN-0000905,POOL-09,26.2,LOW
LN-0000906,POOL-06,52.9,HIGH
LN-0000907,POOL-01,21.1,LOW
LN-0000908,POOL-07,11.7,LOW
LN-0000909,POOL-02,15.5,LOW
LN-0000910,POOL-04,15.6,LOW
LN-0000911,POOL-09,35.9,MODERATE
LN-0000912,POOL-10,26.5,LOW
LN-0000913,POOL-09,18.6,LOW
LN-0000914,POOL-02,19.7,LOW
LN-0000915,POOL-03,47.7,MODERATE
LN-0000916,POOL-05,19.3,LOW
LN-0000917,POOL-01,26.3,LOW
LN-0000918,POOL-04,13.9,LOW
LN-0000919,POOL-10,23.9,LOW
LN-0000920,POOL-05,21.8,LOW
LN-0000921,POOL-04,16.3,LOW
LN-0000922,POOL-08,14.3,LOW
LN-0000923,POOL-09,10.0,LOW
LN-0000924,POOL-02,15.4,LOW
LN-0000925,POOL-08,27.5,LOW
LN-0000926,POOL-08,17.4,LOW
LN-0000927,POOL-05,20.8,LOW
LN-0000928,POOL-08,20.0,LOW
LN-0000929,POOL-09,22.1,LOW
LN-0000930,POOL-08,28.8,LOW
LN-0000931,POOL-04,13.5,LOW
LN-0000932,POOL-10,21.7,LOW
LN-0000933,POOL-06,12.5,LOW
LN-0000934,POOL-10,23.0,LOW
LN-0000935,POOL-09,17.1,LOW
LN-0000936,POOL-09,18.3,LOW
LN-0000937,POOL-10,19.1,LOW
LN-0000938,POOL-05,23.5,LOW
LN-0000939,POOL-08,14.3,LOW
LN-0000940,POOL-07,19.0,LOW
LN-0000941,POOL-01,17.8,LOW
LN-0000942,POOL-06,54.9,HIGH
LN-0000943,POOL-06,27.8,LOW
LN-0000944,POOL-10,18.9,LOW
LN-0000945,POOL-01,30.6,MODERATE
LN-0000946,POOL-01,18.8,LOW
LN-0000947,POOL-10,13.3,LOW
LN-0000948,POOL-01,22.7,LOW
LN-0000949,POOL-06,11.0,LOW
LN-0000950,POOL-02,12.3,LOW
LN-0000951,POOL-01,41.8,MODERATE
LN-0000952,POOL-06,53.5,HIGH
LN-0000953,POOL-02,20.2,LOW
LN-0000954,POOL-06,57.2,HIGH
LN-0000955,POOL-06,12.4,LOW
LN-0000956,POOL-03,10.4,LOW
LN-0000957,POOL-09,19.5,LOW
LN-0000958,POOL-01,64.3,HIGH
LN-0000959,POOL-04,21.7,LOW
LN-0000960,POOL-01,23.5,LOW
LN-0000961,POOL-07,21.6,LOW
LN-0000962,POOL-08,24.7,LOW
LN-0000963,POOL-02,24.9,LOW
LN-0000964,POOL-06,16.7,LOW
LN-0000965,POOL-08,20.2,LOW
LN-0000966,POOL-03,48.4,MODERATE
LN-0000967,POOL-08,18.6,LOW
LN-0000968,POOL-09,12.6,LOW
LN-0000969,POOL-02,20.8,LOW
LN-0000970,POOL-06,12.8,LOW
LN-0000971,POOL-09,18.3,LOW
LN-0000972,POOL-06,17.5,LOW
LN-0000973,POOL-09,34.4,MODERATE
LN-0000974,POOL-01,12.1,LOW
LN-0000975,POOL-03,20.5,LOW
LN-0000976,POOL-05,12.0,LOW
LN-0000977,POOL-06,19.2,LOW
LN-0000978,POOL-08,23.6,LOW
LN-0000979,POOL-09,20.4,LOW
LN-0000980,POOL-01,61.8,HIGH
LN-0000981,POOL-03,16.8,LOW
LN-0000982,POOL-02,15.4,LOW
LN-0000983,POOL-02,11.3,LOW
LN-0000984,POOL-02,18.5,LOW
LN-0000985,POOL-10,16.2,LOW
LN-0000986,POOL-07,18.4,LOW
LN-0000987,POOL-05,13.4,LOW
LN-0000988,POOL-08,19.7,LOW
LN-0000989,POOL-06,10.8,LOW
LN-0000990,POOL-06,74.8,HIGH
LN-0000991,POOL-05,10.6,LOW
LN-0000992,POOL-10,12.9,LOW
LN-0000993,POOL-04,24.4,LOW
LN-0000994,POOL-06,22.4,LOW
LN-0000995,POOL-08,23.0,LOW
LN-0000996,POOL-09,49.0,MODERATE
LN-0000997,POOL-09,10.2,LOW
LN-0000998,POOL-07,22.2,LOW
LN-0000999,POOL-09,19.2,LOW
LN-0001000,POOL-10,18.8,LOW
LN-0001001,POOL-01,29.9,LOW
LN-0001002,POOL-06,35.5,MODERATE
LN-0001003,POOL-05,23.8,LOW
LN-0001004,POOL-01,20.0,LOW
LN-0001005,POOL-09,23.9,LOW
LN-0001006,POOL-05,19.2,LOW
LN-0001007,POOL-06,10.2,LOW
LN-0001008,POOL-06,20.1,LOW
LN-0001009,POOL-06,22.2,LOW
LN-0001010,POOL-04,13.7,LOW
LN-0001011,POOL-05,11.9,LOW
LN-0001012,POOL-01,28.9,LOW
LN-0001013,POOL-08,23.4,LOW
LN-0001014,POOL-10,18.8,LOW
LN-0001015,POOL-04,13.8,LOW
LN-0001016,POOL-10,17.4,LOW
LN-0001017,POOL-08,19.3,LOW
LN-0001018,POOL-08,15.9,LOW
LN-0001019,POOL-07,20.0,LOW
LN-0001020,POOL-10,14.3,LOW
LN-0001021,POOL-04,32.6,MODERATE
LN-0001022,POOL-10,50.6,HIGH
LN-0001023,POOL-03,29.0,LOW
LN-0001024,POOL-08,19.3,LOW
LN-0001025,POOL-07,18.0,LOW
LN-0001026,POOL-10,19.1,LOW
LN-0001027,POOL-04,11.0,LOW
LN-0001028,POOL-10,13.0,LOW
LN-0001029,POOL-03,20.5,LOW
LN-0001030,POOL-10,20.6,LOW
LN-0001031,POOL-01,25.1,LOW
LN-0001032,POOL-09,11.8,LOW
LN-0001033,POOL-07,28.4,LOW
LN-0001034,POOL-06,10.9,LOW
LN-0001035,POOL-09,22.1,LOW
LN-0001036,POOL-04,15.6,LOW
LN-0001037,POOL-08,22.8,LOW
LN-0001038,POOL-02,16.8,LOW
LN-0001039,POOL-08,71.2,HIGH
LN-0001040,POOL-04,25.5,LOW
LN-0001041,POOL-05,34.4,MODERATE
LN-0001042,POOL-08,10.3,LOW
LN-0001043,POOL-07,22.0,LOW
LN-0001044,POOL-01,21.3,LOW
LN-0001045,POOL-04,13.6,LOW
LN-0001046,POOL-09,21.0,LOW
LN-0001047,POOL-09,26.1,LOW
LN-0001048,POOL-07,15.4,LOW
LN-0001049,POOL-07,10.8,LOW
LN-0001050,POOL-05,24.3,LOW
LN-0001051,POOL-08,10.1,LOW
LN-0001052,POOL-02,72.9,HIGH
LN-0001053,POOL-07,11.7,LOW
LN-0001054,POOL-03,12.2,LOW
LN-0001055,POOL-09,14.4,LOW
LN-0001056,POOL-08,21.4,LOW
LN-0001057,POOL-05,26.1,LOW
LN-0001058,POOL-05,19.6,LOW
LN-0001059,POOL-03,59.2,HIGH
LN-0001060,POOL-07,16.3,LOW
LN-0001061,POOL-09,14.3,LOW
LN-0001062,POOL-01,26.6,LOW
LN-0001063,POOL-06,15.5,LOW
LN-0001064,POOL-06,24.2,LOW
LN-0001065,POOL-01,29.9,LOW
LN-0001066,POOL-05,12.4,LOW
LN-0001067,POOL-06,58.7,HIGH
LN-0001068,POOL-07,82.6,CRITICAL
LN-0001069,POOL-09,26.8,LOW
LN-0001070,POOL-08,24.6,LOW
LN-0001071,POOL-01,82.7,CRITICAL
LN-0001072,POOL-06,21.0,LOW
LN-0001073,POOL-07,51.3,HIGH
LN-0001074,POOL-10,20.6,LOW
LN-0001075,POOL-05,18.5,LOW
LN-0001076,POOL-06,18.9,LOW
LN-0001077,POOL-07,70.2,HIGH
LN-0001078,POOL-05,10.4,LOW
LN-0001079,POOL-07,16.7,LOW
LN-0001080,POOL-04,17.4,LOW
LN-0001081,POOL-06,26.1,LOW
LN-0001082,POOL-03,11.0,LOW
LN-0001083,POOL-04,20.4,LOW
LN-0001084,POOL-09,18.5,LOW
LN-0001085,POOL-06,19.5,LOW
LN-0001086,POOL-06,11.9,LOW
LN-0001087,POOL-08,18.4,LOW
LN-0001088,POOL-03,23.2,LOW
LN-0001089,POOL-04,23.0,LOW
LN-0001090,POOL-05,58.3,HIGH
LN-0001091,POOL-10,17.8,LOW
LN-0001092,POOL-02,18.8,LOW
LN-0001093,POOL-10,18.0,LOW
LN-0001094,POOL-10,9.6,LOW
LN-0001095,POOL-10,23.4,LOW
LN-0001096,POOL-04,28.8,LOW
LN-0001097,POOL-03,82.2,CRITICAL
LN-0001098,POOL-01,23.2,LOW
LN-0001099,POOL-07,23.4,LOW
LN-0001100,POOL-09,12.1,LOW
LN-0001101,POOL-03,20.7,LOW
LN-0001102,POOL-05,11.8,LOW
LN-0001103,POOL-03,18.8,LOW
LN-0001104,POOL-04,33.4,MODERATE
LN-0001105,POOL-03,25.5,LOW
LN-0001106,POOL-06,17.2,LOW
LN-0001107,POOL-03,22.6,LOW
LN-0001108,POOL-08,28.2,LOW
LN-0001109,POOL-09,18.4,LOW
LN-0001110,POOL-09,20.8,LOW
LN-0001111,POOL-04,21.2,LOW
LN-0001112,POOL-07,19.1,LOW
LN-0001113,POOL-02,12.2,LOW
LN-0001114,POOL-08,21.0,LOW
LN-0001115,POOL-08,46.9,MODERATE
LN-0001116,POOL-10,18.6,LOW
LN-0001117,POOL-01,21.8,LOW
LN-0001118,POOL-03,9.0,LOW
LN-0001119,POOL-03,15.2,LOW
LN-0001120,POOL-03,14.2,LOW
LN-0001121,POOL-07,21.8,LOW
LN-0001122,POOL-05,13.0,LOW
LN-0001123,POOL-01,21.0,LOW
LN-0001124,POOL-01,29.9,LOW
LN-0001125,POOL-08,26.3,LOW
LN-0001126,POOL-02,11.0,LOW
LN-0001127,POOL-01,29.6,LOW
LN-0001128,POOL-10,24.1,LOW
LN-0001129,POOL-08,14.0,LOW
LN-0001130,POOL-03,20.6,LOW
LN-0001131,POOL-03,29.2,LOW
LN-0001132,POOL-09,10.4,LOW
LN-0001133,POOL-10,19.9,LOW
LN-0001134,POOL-08,32.7,MODERATE
LN-0001135,POOL-09,19.8,LOW
LN-0001136,POOL-01,19.4,LOW
LN-0001137,POOL-03,11.6,LOW
LN-0001138,POOL-01,14.1,LOW
LN-0001139,POOL-05,13.2,LOW
LN-0001140,POOL-02,12.3,LOW
LN-0001141,POOL-08,33.0,MODERATE
LN-0001142,POOL-01,18.4,LOW
LN-0001143,POOL-05,15.8,LOW
LN-0001144,POOL-02,20.3,LOW
LN-0001145,POOL-04,20.4,LOW
LN-0001146,POOL-09,26.7,LOW
LN-0001147,POOL-02,19.8,LOW
LN-0001148,POOL-09,22.9,LOW
LN-0001149,POOL-02,18.1,LOW
LN-0001150,POOL-03,24.4,LOW
LN-0001151,POOL-01,19.9,LOW
LN-0001152,POOL-07,13.8,LOW
LN-0001153,POOL-03,15.5,LOW
LN-0001154,POOL-10,21.6,LOW
LN-0001155,POOL-07,21.2,LOW
LN-0001156,POOL-10,25.0,LOW
LN-0001157,POOL-04,10.3,LOW
LN-0001158,POOL-03,24.2,LOW
LN-0001159,POOL-08,26.4,LOW
LN-0001160,POOL-01,42.9,MODERATE
LN-0001161,POOL-09,26.3,LOW
LN-0001162,POOL-08,24.9,LOW
LN-0001163,POOL-05,13.0,LOW
LN-0001164,POOL-10,77.1,CRITICAL
LN-0001165,POOL-07,70.4,HIGH
LN-0001166,POOL-07,26.3,LOW
LN-0001167,POOL-10,11.3,LOW
LN-0001168,POOL-08,71.2,HIGH
LN-0001169,POOL-01,19.2,LOW
LN-0001170,POOL-10,13.6,LOW
LN-0001171,POOL-03,19.4,LOW
LN-0001172,POOL-07,20.3,LOW
LN-0001173,POOL-01,69.8,HIGH
LN-0001174,POOL-02,29.4,LOW
LN-0001175,POOL-03,22.9,LOW
LN-0001176,POOL-04,11.0,LOW
LN-0001177,POOL-07,25.9,LOW
LN-0001178,POOL-09,23.2,LOW
LN-0001179,POOL-01,19.2,LOW
LN-0001180,POOL-07,11.3,LOW
LN-0001181,POOL-08,20.8,LOW
LN-0001182,POOL-05,17.9,LOW
LN-0001183,POOL-02,16.8,LOW
LN-0001184,POOL-10,28.9,LOW
LN-0001185,POOL-04,16.5,LOW
LN-0001186,POOL-09,72.4,HIGH
LN-0001187,POOL-01,28.3,LOW
LN-0001188,POOL-03,19.1,LOW
LN-0001189,POOL-03,11.0,LOW
LN-0001190,POOL-03,15.2,LOW
LN-0001191,POOL-06,20.9,LOW
LN-0001192,POOL-02,19.8,LOW
LN-0001193,POOL-05,19.6,LOW
LN-0001194,POOL-09,19.8,LOW
LN-0001195,POOL-09,12.9,LOW
LN-0001196,POOL-05,74.8,HIGH
LN-0001197,POOL-03,15.8,LOW
LN-0001198,POOL-02,24.4,LOW
LN-0001199,POOL-10,19.7,LOW
LN-0001200,POOL-09,17.9,LOW
LN-0001201,POOL-10,20.0,LOW
LN-0001202,POOL-03,14.8,LOW
LN-0001203,POOL-02,20.9,LOW
LN-0001204,POOL-01,10.9,LOW
LN-0001205,POOL-01,14.3,LOW
LN-0001206,POOL-06,23.9,LOW
LN-0001207,POOL-05,19.0,LOW
LN-0001208,POOL-06,30.8,MODERATE
LN-0001209,POOL-05,25.2,LOW
LN-0001210,POOL-10,26.1,LOW
LN-0001211,POOL-08,15.7,LOW
LN-0001212,POOL-07,16.6,LOW
LN-0001213,POOL-10,14.0,LOW
LN-0001214,POOL-08,19.9,LOW
LN-0001215,POOL-01,18.5,LOW
LN-0001216,POOL-02,21.2,LOW
LN-0001217,POOL-02,19.4,LOW
LN-0001218,POOL-07,13.6,LOW
LN-0001219,POOL-10,19.6,LOW
LN-0001220,POOL-03,12.2,LOW
LN-0001221,POOL-03,18.2,LOW
LN-0001222,POOL-02,22.1,LOW
LN-0001223,POOL-05,11.4,LOW
LN-0001224,POOL-10,62.5,HIGH
LN-0001225,POOL-04,19.7,LOW
LN-0001226,POOL-02,21.0,LOW
LN-0001227,POOL-06,27.2,LOW
LN-0001228,POOL-06,13.3,LOW
LN-0001229,POOL-06,14.6,LOW
LN-0001230,POOL-09,20.9,LOW
LN-0001231,POOL-10,21.9,LOW
LN-0001232,POOL-08,19.4,LOW
LN-0001233,POOL-08,26.0,LOW
LN-0001234,POOL-04,22.3,LOW
LN-0001235,POOL-10,20.3,LOW
LN-0001236,POOL-01,10.0,LOW
LN-0001237,POOL-09,17.5,LOW
LN-0001238,POOL-08,17.9,LOW
LN-0001239,POOL-01,25.8,LOW
LN-0001240,POOL-07,18.3,LOW
LN-0001241,POOL-07,18.8,LOW
LN-0001242,POOL-08,12.8,LOW
LN-0001243,POOL-03,12.7,LOW
LN-0001244,POOL-01,12.0,LOW
LN-0001245,POOL-01,26.8,LOW
LN-0001246,POOL-08,20.4,LOW
LN-0001247,POOL-10,15.4,LOW
LN-0001248,POOL-04,18.8,LOW
LN-0001249,POOL-03,23.1,LOW
LN-0001250,POOL-03,20.5,LOW
LN-0001251,POOL-08,13.3,LOW
LN-0001252,POOL-07,12.2,LOW
LN-0001253,POOL-05,71.2,HIGH
LN-0001254,POOL-04,24.1,LOW
LN-0001255,POOL-05,23.1,LOW
LN-0001256,POOL-08,10.6,LOW
LN-0001257,POOL-07,22.9,LOW
LN-0001258,POOL-06,14.8,LOW
LN-0001259,POOL-01,19.3,LOW
LN-0001260,POOL-02,19.5,LOW
LN-0001261,POOL-03,18.6,LOW
LN-0001262,POOL-05,72.8,HIGH
LN-0001263,POOL-04,23.4,LOW
LN-0001264,POOL-07,28.6,LOW
LN-0001265,POOL-07,15.7,LOW
LN-0001266,POOL-08,18.6,LOW
LN-0001267,POOL-02,22.0,LOW
LN-0001268,POOL-02,21.5,LOW
LN-0001269,POOL-06,19.8,LOW
LN-0001270,POOL-07,15.7,LOW
LN-0001271,POOL-02,10.2,LOW
LN-0001272,POOL-05,18.8,LOW
LN-0001273,POOL-07,71.9,HIGH
LN-0001274,POOL-04,47.8,MODERATE
LN-0001275,POOL-02,23.7,LOW
LN-0001276,POOL-01,27.7,LOW
LN-0001277,POOL-05,21.4,LOW
LN-0001278,POOL-05,16.3,LOW
LN-0001279,POOL-01,12.5,LOW
LN-0001280,POOL-03,24.3,LOW
LN-0001281,POOL-06,26.1,LOW
LN-0001282,POOL-09,15.5,LOW
LN-0001283,POOL-04,70.4,HIGH
LN-0001284,POOL-05,13.8,LOW
LN-0001285,POOL-02,16.7,LOW
LN-0001286,POOL-04,10.0,LOW
LN-0001287,POOL-02,15.0,LOW
LN-0001288,POOL-06,18.3,LOW
LN-0001289,POOL-05,78.1,CRITICAL
LN-0001290,POOL-09,37.0,MODERATE
LN-0001291,POOL-03,69.1,HIGH
LN-0001292,POOL-10,15.3,LOW
LN-0001293,POOL-05,11.2,LOW
LN-0001294,POOL-08,11.2,LOW
LN-0001295,POOL-10,70.8,HIGH
LN-0001296,POOL-10,24.5,LOW
LN-0001297,POOL-04,16.0,LOW
LN-0001298,POOL-09,8.4,LOW
LN-0001299,POOL-02,18.5,LOW
LN-0001300,POOL-10,29.5,LOW
LN-0001301,POOL-05,22.7,LOW
LN-0001302,POOL-05,31.7,MODERATE
LN-0001303,POOL-05,16.5,LOW
LN-0001304,POOL-04,74.8,HIGH
LN-0001305,POOL-07,12.7,LOW
LN-0001306,POOL-02,19.7,LOW
LN-0001307,POOL-10,19.9,LOW
LN-0001308,POOL-10,20.2,LOW
LN-0001309,POOL-01,48.7,MODERATE
LN-0001310,POOL-01,30.2,MODERATE
LN-0001311,POOL-06,12.6,LOW
LN-0001312,POOL-08,19.5,LOW
LN-0001313,POOL-08,20.0,LOW
LN-0001314,POOL-06,18.7,LOW
LN-0001315,POOL-01,75.8,CRITICAL
LN-0001316,POOL-04,12.1,LOW
